frame,root x,root y,root z
16967,3.033343,0.909087,5.441107
16968,3.037722,0.90866,5.435556
16969,3.042164,0.908175,5.430012
16970,3.046651,0.907623,5.424484
16971,3.051183,0.90701,5.418952
16972,3.055757,0.906342,5.413395
16973,3.060371,0.905625,5.40779
16974,3.065023,0.904865,5.402118
16975,3.06968,0.904041,5.396395
16976,3.074338,0.903143,5.390641
16977,3.079036,0.902196,5.38484
16978,3.083813,0.901225,5.378977
16979,3.088711,0.900252,5.373034
16980,3.093768,0.899302,5.366996
16981,3.098988,0.898356,5.360883
16982,3.104343,0.897394,5.354712
16983,3.109816,0.89643,5.348462
16984,3.115396,0.895481,5.342112
16985,3.121069,0.894565,5.335642
16986,3.12682,0.893697,5.32903
16987,3.132591,0.892838,5.322293
16988,3.138381,0.891966,5.31545
16989,3.144262,0.891127,5.308487
16990,3.150311,0.890364,5.301388
16991,3.156602,0.889722,5.294139
16992,3.163209,0.889247,5.286724
16993,3.170294,0.888936,5.27901
16994,3.177829,0.888755,5.27098
16995,3.185606,0.888694,5.2628
16996,3.193416,0.888747,5.254634
16997,3.201051,0.888905,5.246648
16998,3.208303,0.889159,5.239007
16999,3.21514,0.889541,5.231757
17000,3.221722,0.890066,5.224776
17001,3.228128,0.890695,5.217975
17002,3.23444,0.891391,5.211263
17003,3.240738,0.892119,5.204551
17004,3.247102,0.89284,5.197749
17005,3.253584,0.893577,5.190846
17006,3.26013,0.894367,5.183911
17007,3.266663,0.895186,5.176975
17008,3.273101,0.896016,5.170071
17009,3.279368,0.896836,5.163228
17010,3.285382,0.897624,5.156478
17011,3.291131,0.898374,5.149829
17012,3.296676,0.899101,5.14326
17013,3.302048,0.899818,5.136752
17014,3.307279,0.900536,5.130289
17015,3.312402,0.901269,5.123854
17016,3.317449,0.90203,5.11743
17017,3.322404,0.902834,5.111029
17018,3.327237,0.903678,5.104668
17019,3.331963,0.904535,5.098335
17020,3.336592,0.905384,5.092017
17021,3.341137,0.906199,5.085703
17022,3.345611,0.906957,5.07938
17023,3.350008,0.907675,5.073033
17024,3.354315,0.908378,5.066667
17025,3.358539,0.909047,5.060304
17026,3.362684,0.909666,5.053967
17027,3.366755,0.910217,5.047678
17028,3.370757,0.910684,5.04146
17029,3.37467,0.911066,5.035314
17030,3.378485,0.911377,5.029223
17031,3.382227,0.911621,5.023181
17032,3.385918,0.9118,5.01718
17033,3.389581,0.911918,5.011212
17034,3.393241,0.911978,5.00527
17035,3.396896,0.911976,4.999379
17036,3.400528,0.91191,4.993552
17037,3.404132,0.911783,4.987757
17038,3.407705,0.911597,4.981967
17039,3.411242,0.911355,4.976152
17040,3.414739,0.91106,4.970283
17041,3.418178,0.910714,4.964391
17042,3.421557,0.910317,4.958505
17043,3.4249,0.909864,4.952593
17044,3.428232,0.90935,4.946626
17045,3.431575,0.908771,4.940571
17046,3.434954,0.908124,4.934397
17047,3.43835,0.907402,4.928147
17048,3.44174,0.906609,4.921855
17049,3.445142,0.90575,4.915476
17050,3.448573,0.904834,4.908963
17051,3.45205,0.903868,4.90227
17052,3.455591,0.902858,4.895352
17053,3.459204,0.901771,4.888234
17054,3.462877,0.900593,4.880959
17055,3.466597,0.899364,4.873503
17056,3.470349,0.898125,4.865846
17057,3.474121,0.896916,4.857965
17058,3.477899,0.895778,4.849838
17059,3.481703,0.894639,4.841415
17060,3.485546,0.893453,4.832704
17061,3.489409,0.892296,4.823769
17062,3.493271,0.891247,4.814673
17063,3.49711,0.890382,4.805482
17064,3.500908,0.889778,4.796258
17065,3.504696,0.889434,4.786924
17066,3.508499,0.889287,4.777413
17067,3.51228,0.889324,4.767806
17068,3.516003,0.889531,4.758184
17069,3.519632,0.889897,4.748626
17070,3.523131,0.890407,4.739213
17071,3.526464,0.89113,4.729907
17072,3.52965,0.892092,4.720636
17073,3.532742,0.893212,4.711431
17074,3.535793,0.894408,4.702319
17075,3.538855,0.895602,4.693333
17076,3.541979,0.896711,4.6845
17077,3.545165,0.897761,4.675784
17078,3.548369,0.898822,4.667152
17079,3.551584,0.899879,4.658644
17080,3.554802,0.900919,4.650301
17081,3.558014,0.901927,4.642163
17082,3.561213,0.902892,4.63427
17083,3.564372,0.903809,4.626678
17084,3.567494,0.90469,4.619368
17085,3.57061,0.90554,4.612263
17086,3.573753,0.906364,4.605286
17087,3.576953,0.907169,4.59836
17088,3.580244,0.907959,4.591411
17089,3.583641,0.908753,4.584429
17090,3.587122,0.909548,4.577475
17091,3.590661,0.910323,4.570572
17092,3.594233,0.911057,4.563746
17093,3.59781,0.911727,4.557021
17094,3.601367,0.912313,4.55042
17095,3.604917,0.912822,4.543965
17096,3.608485,0.913276,4.537639
17097,3.612058,0.913665,4.531414
17098,3.615626,0.913986,4.52526
17099,3.619178,0.914229,4.519148
17100,3.622703,0.914391,4.513048
17101,3.626182,0.91447,4.506983
17102,3.629621,0.914473,4.500984
17103,3.633044,0.914399,4.495026
17104,3.636475,0.91425,4.489087
17105,3.639937,0.914024,4.483143
17106,3.643455,0.913723,4.477172
17107,3.647026,0.913343,4.471204
17108,3.650631,0.912886,4.465266
17109,3.654267,0.912353,4.459323
17110,3.657934,0.911746,4.453343
17111,3.661629,0.911066,4.447292
17112,3.665352,0.910315,4.441137
17113,3.669058,0.909471,4.434896
17114,3.672738,0.908528,4.428597
17115,3.676447,0.907513,4.422228
17116,3.680239,0.906452,4.415775
17117,3.684169,0.905371,4.409226
17118,3.688291,0.904298,4.402566
17119,3.692603,0.903211,4.395817
17120,3.697061,0.902084,4.388992
17121,3.701657,0.900937,4.382071
17122,3.706382,0.899792,4.375032
17123,3.711228,0.898669,4.367853
17124,3.716186,0.897588,4.360512
17125,3.721211,0.896491,4.353008
17126,3.726301,0.895348,4.345356
17127,3.731513,0.894227,4.337565
17128,3.7369,0.893194,4.329642
17129,3.742521,0.892318,4.321594
17130,3.74843,0.891663,4.313431
17131,3.754785,0.89124,4.30501
17132,3.761575,0.890994,4.296298
17133,3.768596,0.890905,4.287461
17134,3.77565,0.890948,4.278668
17135,3.782534,0.891101,4.270088
17136,3.789047,0.891341,4.261888
17137,3.795195,0.891697,4.254133
17138,3.801138,0.892192,4.246703
17139,3.806912,0.892796,4.239485
17140,3.812551,0.893482,4.232366
17141,3.818091,0.894219,4.225236
17142,3.823566,0.894978,4.21798
17143,3.828987,0.895781,4.210571
17144,3.834325,0.896653,4.203091
17145,3.839565,0.897578,4.195599
17146,3.844686,0.898534,4.188153
17147,3.849672,0.899505,4.18081
17148,3.854503,0.900469,4.173627
17149,3.859164,0.901452,4.166642
17150,3.863667,0.902472,4.159813
17151,3.868033,0.903506,4.153087
17152,3.872286,0.904529,4.146411
17153,3.876449,0.905517,4.139731
17154,3.880545,0.906445,4.132993
17155,3.884565,0.907338,4.126195
17156,3.88849,0.90822,4.119377
17157,3.892324,0.909067,4.112555
17158,3.896074,0.909854,4.105745
17159,3.899747,0.910558,4.09896
17160,3.903347,0.911155,4.092216
17161,3.906856,0.911647,4.085509
17162,3.910263,0.912054,4.078828
17163,3.913593,0.912378,4.072172
17164,3.916867,0.912619,4.065543
17165,3.92011,0.912779,4.058942
17166,3.923343,0.912859,4.052369
17167,3.926558,0.912849,4.045818
17168,3.929737,0.912748,4.039287
17169,3.932884,0.912565,4.032783
17170,3.936003,0.912311,4.026314
17171,3.939099,0.911996,4.01989
17172,3.942177,0.91163,4.013517
17173,3.945224,0.911203,4.007244
17174,3.948234,0.910705,4.001074
17175,3.951222,0.910147,3.994947
17176,3.954201,0.909536,3.988805
17177,3.957184,0.908883,3.98259
17178,3.960187,0.908198,3.976243
17179,3.96321,0.907475,3.969812
17180,3.966242,0.906709,3.963355
17181,3.969279,0.9059,3.956825
17182,3.972317,0.90505,3.950173
17183,3.975353,0.904163,3.943355
17184,3.978382,0.903239,3.936322
17185,3.9814,0.902261,3.929096
17186,3.984409,0.901225,3.921719
17187,3.987415,0.90015,3.914174
17188,3.990425,0.899058,3.906445
17189,3.993444,0.897968,3.898516
17190,3.99648,0.8969,3.89037
17191,3.999533,0.895819,3.882036
17192,4.002599,0.8947,3.873536
17193,4.005675,0.893583,3.864834
17194,4.008757,0.892509,3.855899
17195,4.011843,0.891517,3.846697
17196,4.01493,0.890647,3.837195
17197,4.018091,0.889852,3.827223
17198,4.021344,0.88909,3.816775
17199,4.024601,0.88841,3.80606
17200,4.027773,0.887861,3.795287
17201,4.030772,0.887493,3.784668
17202,4.033511,0.887355,3.774411
17203,4.035925,0.887488,3.764531
17204,4.038072,0.887862,3.754864
17205,4.040047,0.888417,3.74535
17206,4.041943,0.889092,3.735929
17207,4.043855,0.889827,3.726542
17208,4.045878,0.890562,3.717128
17209,4.047976,0.891338,3.707626
17210,4.050064,0.892213,3.69807
17211,4.052168,0.893148,3.688547
17212,4.054314,0.894104,3.679145
17213,4.056526,0.895045,3.669951
17214,4.05883,0.89593,3.661052
17215,4.061257,0.896766,3.652464
17216,4.063793,0.897583,3.64412
17217,4.066395,0.898384,3.635983
17218,4.069021,0.899171,3.628019
17219,4.071629,0.899946,3.620189
17220,4.074175,0.90071,3.612459
17221,4.076633,0.901473,3.604871
17222,4.07903,0.902235,3.597463
17223,4.081408,0.902984,3.59019
17224,4.08381,0.903711,3.583008
17225,4.086277,0.904406,3.575871
17226,4.088852,0.905057,3.568736
17227,4.091558,0.905697,3.561603
17228,4.094366,0.906338,3.55451
17229,4.09724,0.906947,3.547462
17230,4.100143,0.907488,3.540467
17231,4.103038,0.907928,3.53353
17232,4.105889,0.908229,3.526659
17233,4.108698,0.908392,3.519869
17234,4.111494,0.908443,3.513158
17235,4.114282,0.908392,3.506506
17236,4.117069,0.908248,3.499893
17237,4.119858,0.90802,3.493297
17238,4.122654,0.907717,3.486699
17239,4.125443,0.907328,3.480132
17240,4.128217,0.906844,3.473619
17241,4.130994,0.906275,3.467124
17242,4.133791,0.905635,3.460611
17243,4.136626,0.904933,3.454044
17244,4.139517,0.904181,3.447386
17245,4.142443,0.903364,3.440663
17246,4.145387,0.90247,3.433907
17247,4.148368,0.901515,3.427098
17248,4.151409,0.900514,3.420212
17249,4.154531,0.899485,3.413227
17250,4.157755,0.898443,3.40612
17251,4.161058,0.897361,3.398897
17252,4.164418,0.896219,3.391578
17253,4.167859,0.895049,3.384159
17254,4.171404,0.89388,3.376639
17255,4.175077,0.892743,3.369017
17256,4.178903,0.891668,3.36129
17257,4.18287,0.890603,3.353497
17258,4.18696,0.889514,3.345648
17259,4.191177,0.888458,3.337697
17260,4.19553,0.887488,3.329596
17261,4.200023,0.886662,3.321301
17262,4.204664,0.886034,3.312764
17263,4.209556,0.885585,3.303845
17264,4.214716,0.885265,3.294551
17265,4.220016,0.885089,3.285063
17266,4.225332,0.885069,3.275558
17267,4.230538,0.88522,3.266217
17268,4.235508,0.885556,3.257218
17269,4.24026,0.88613,3.248551
17270,4.244898,0.886941,3.240073
17271,4.249426,0.887922,3.231758
17272,4.253847,0.889009,3.223581
17273,4.258166,0.890132,3.215516
17274,4.262386,0.891227,3.207539
17275,4.266535,0.892322,3.199671
17276,4.270616,0.893475,3.191937
17277,4.274594,0.894665,3.184315
17278,4.278434,0.895873,3.176786
17279,4.282104,0.897076,3.169328
17280,4.285568,0.898256,3.161921
17281,4.288813,0.899428,3.154559
17282,4.291863,0.900613,3.147259
17283,4.294742,0.901794,3.140031
17284,4.297472,0.902955,3.132884
17285,4.300079,0.904078,3.12583
17286,4.302584,0.905147,3.118877
17287,4.304967,0.906179,3.112056
17288,4.307206,0.907192,3.105363
17289,4.309321,0.908168,3.098763
17290,4.31133,0.909088,3.092217
17291,4.313255,0.909935,3.085691
17292,4.315115,0.910691,3.079147
17293,4.316904,0.911364,3.072581
17294,4.318608,0.911969,3.06602
17295,4.320226,0.912501,3.059479
17296,4.321761,0.912955,3.05297
17297,4.323214,0.913327,3.046505
17298,4.324587,0.913611,3.040098
17299,4.325863,0.913803,3.033764
17300,4.327037,0.913906,3.027493
17301,4.32813,0.913926,3.021268
17302,4.329159,0.91387,3.015068
17303,4.330146,0.913744,3.008875
17304,4.331109,0.913554,3.002668
17305,4.332055,0.913299,2.996478
17306,4.33297,0.912976,2.990326
17307,4.333842,0.912582,2.984181
17308,4.334658,0.912117,2.97801
17309,4.335405,0.911582,2.971782
17310,4.336071,0.910975,2.965465
17311,4.33667,0.910288,2.959097
17312,4.337217,0.90952,2.952709
17313,4.337696,0.908681,2.946265
17314,4.338088,0.907782,2.939725
17315,4.338379,0.906831,2.933052
17316,4.33855,0.90584,2.926207
17317,4.338588,0.904784,2.919204
17318,4.338505,0.903651,2.912074
17319,4.338319,0.902468,2.90481
17320,4.33805,0.90126,2.897406
17321,4.337718,0.900053,2.889855
17322,4.337341,0.898875,2.88215
17323,4.336965,0.897694,2.87434
17324,4.336583,0.896482,2.86644
17325,4.336138,0.895272,2.858393
17326,4.33557,0.894096,2.85014
17327,4.334824,0.892986,2.841624
17328,4.333839,0.891974,2.832787
17329,4.332627,0.890991,2.823449
17330,4.331234,0.889996,2.813621
17331,4.329662,0.889067,2.80353
17332,4.327911,0.888282,2.793402
17333,4.325981,0.887718,2.783462
17334,4.323874,0.887452,2.773939
17335,4.321508,0.887569,2.764865
17336,4.318867,0.888023,2.756066
17337,4.316048,0.888699,2.747457
17338,4.313147,0.889478,2.738951
17339,4.310262,0.890244,2.730461
17340,4.307488,0.89088,2.721901
17341,4.304763,0.891391,2.71324
17342,4.301997,0.891871,2.704543
17343,4.299247,0.892339,2.695862
17344,4.296567,0.89281,2.687251
17345,4.294013,0.893301,2.678764
17346,4.291641,0.893829,2.670452
17347,4.289475,0.894391,2.662298
17348,4.287474,0.894975,2.654255
17349,4.285599,0.895578,2.646334
17350,4.283811,0.896201,2.63855
17351,4.282071,0.896842,2.630915
17352,4.28034,0.8975,2.623442
17353,4.278633,0.898191,2.616194
17354,4.276983,0.898917,2.609175
17355,4.275381,0.899662,2.602305
17356,4.273817,0.900408,2.595505
17357,4.272281,0.901138,2.588697
17358,4.270764,0.901834,2.581801
17359,4.269262,0.902529,2.574805
17360,4.267782,0.903242,2.567768
17361,4.26633,0.90394,2.560722
17362,4.264913,0.904586,2.553701
17363,4.263534,0.905146,2.546734
17364,4.2622,0.905583,2.539855
17365,4.26093,0.905901,2.533072
17366,4.259725,0.906126,2.526362
17367,4.25856,0.906265,2.519707
17368,4.257408,0.906323,2.51309
17369,4.256244,0.906304,2.506493
17370,4.255044,0.906215,2.499899
17371,4.253813,0.906049,2.493333
17372,4.252573,0.905799,2.486814
17373,4.251321,0.905473,2.480315
17374,4.250056,0.905079,2.47381
17375,4.248773,0.904623,2.467272
17376,4.247471,0.904115,2.460675
17377,4.246169,0.903543,2.454047
17378,4.244872,0.902899,2.447413
17379,4.243558,0.902194,2.440747
17380,4.242205,0.90144,2.43402
17381,4.24079,0.900646,2.427205
17382,4.239291,0.899826,2.420273
17383,4.237688,0.898947,2.413265
17384,4.235996,0.897996,2.406212
17385,4.234243,0.897006,2.399069
17386,4.232454,0.896011,2.391796
17387,4.230657,0.895047,2.384349
17388,4.228878,0.894147,2.376686
17389,4.227133,0.893299,2.368813
17390,4.225404,0.892473,2.360765
17391,4.223667,0.891678,2.352544
17392,4.221897,0.89092,2.34415
17393,4.220069,0.890207,2.335584
17394,4.21816,0.889547,2.326848
17395,4.216165,0.888891,2.317941
17396,4.214101,0.888222,2.308864
17397,4.211981,0.887598,2.299615
17398,4.209814,0.887077,2.290194
17399,4.207609,0.886718,2.280599
17400,4.205379,0.88658,2.270831
17401,4.203095,0.886689,2.260729
17402,4.200745,0.887006,2.25026
17403,4.198358,0.887485,2.239619
17404,4.195964,0.888079,2.228997
17405,4.193594,0.888745,2.218587
17406,4.191276,0.889436,2.208584
17407,4.189026,0.890188,2.198965
17408,4.186823,0.891046,2.189573
17409,4.184642,0.891974,2.180393
17410,4.182462,0.892939,2.171412
17411,4.180257,0.893905,2.162615
17412,4.178006,0.894837,2.153987
17413,4.175709,0.895744,2.145547
17414,4.173385,0.896656,2.137309
17415,4.171038,0.897569,2.129254
17416,4.16867,0.89848,2.121366
17417,4.166284,0.899385,2.113624
17418,4.163882,0.900282,2.106011
17419,4.161476,0.901177,2.098536
17420,4.159065,0.902072,2.091216
17421,4.156635,0.902963,2.084043
17422,4.154174,0.903841,2.077009
17423,4.151667,0.904701,2.070107
17424,4.1491,0.905535,2.06333
17425,4.146471,0.906363,2.056687
17426,4.143789,0.907194,2.050185
17427,4.141061,0.908006,2.043815
17428,4.138294,0.908778,2.037567
17429,4.135494,0.909487,2.031433
17430,4.13267,0.910111,2.025402
17431,4.12982,0.91065,2.019498
17432,4.126938,0.911121,2.013733
17433,4.124024,0.911529,2.008082
17434,4.121077,0.91188,2.002517
17435,4.118096,0.91218,1.997014
17436,4.11508,0.912435,1.991547
17437,4.112022,0.912641,1.986138
17438,4.10892,0.912792,1.980812
17439,4.105784,0.912892,1.975547
17440,4.102623,0.912945,1.970322
17441,4.099445,0.912952,1.965117
17442,4.096261,0.912917,1.959908
17443,4.093098,0.912844,1.954711
17444,4.089955,0.91273,1.949546
17445,4.086796,0.912572,1.944399
17446,4.083584,0.912363,1.939259
17447,4.080285,0.912101,1.934112
17448,4.076862,0.91178,1.928946
17449,4.073344,0.911408,1.923788
17450,4.069765,0.910991,1.918653
17451,4.066099,0.91052,1.913512
17452,4.062317,0.909985,1.908335
17453,4.058392,0.909378,1.903092
17454,4.054296,0.90869,1.897755
17455,4.050041,0.907901,1.892332
17456,4.045651,0.907015,1.88685
17457,4.041118,0.906055,1.881302
17458,4.036434,0.90505,1.875684
17459,4.03159,0.904023,1.869988
17460,4.026578,0.903,1.864211
17461,4.021427,0.901952,1.85836
17462,4.016149,0.900853,1.852443
17463,4.010711,0.899733,1.846449
17464,4.00508,0.898622,1.840369
17465,3.999225,0.89755,1.834192
17466,3.993112,0.896547,1.827909
17467,3.986702,0.895552,1.821425
17468,3.980012,0.894526,1.814728
17469,3.973096,0.89354,1.807934
17470,3.966011,0.892662,1.801161
17471,3.958812,0.89196,1.794523
17472,3.951552,0.891504,1.788138
17473,3.944149,0.891339,1.782019
17474,3.936542,0.891421,1.776076
17475,3.92882,0.89168,1.770269
17476,3.921073,0.892045,1.764558
17477,3.913391,0.892446,1.758904
17478,3.905863,0.892813,1.753268
17479,3.898426,0.893166,1.747671
17480,3.890994,0.893565,1.74215
17481,3.883627,0.894,1.736686
17482,3.876385,0.894461,1.73126
17483,3.869326,0.894936,1.725854
17484,3.862511,0.895416,1.720449
17485,3.855949,0.895897,1.715035
17486,3.849597,0.896388,1.709623
17487,3.843428,0.896894,1.704232
17488,3.837418,0.89742,1.698877
17489,3.831542,0.89797,1.693576
17490,3.825776,0.89855,1.688345
17491,3.820164,0.899165,1.683216
17492,3.814736,0.899812,1.678182
17493,3.809443,0.900483,1.673201
17494,3.804234,0.901172,1.668233
17495,3.799059,0.901871,1.663237
17496,3.793869,0.902574,1.658172
17497,3.788662,0.903318,1.653022
17498,3.783478,0.904118,1.647818
17499,3.778329,0.904928,1.642585
17500,3.773226,0.905703,1.63735
17501,3.768181,0.906398,1.63214
17502,3.763207,0.906966,1.626981
17503,3.758314,0.907419,1.621868
17504,3.753495,0.907794,1.616777
17505,3.748735,0.908089,1.611712
17506,3.744017,0.9083,1.606672
17507,3.739326,0.908425,1.601659
17508,3.734647,0.908461,1.596674
17509,3.729995,0.908398,1.59174
17510,3.725386,0.908238,1.586861
17511,3.720803,0.907991,1.582008
17512,3.716233,0.90767,1.577156
17513,3.711657,0.907285,1.572276
17514,3.707062,0.906848,1.567341
17515,3.702484,0.906349,1.562371
17516,3.697945,0.905778,1.557393
17517,3.693402,0.905142,1.552387
17518,3.688811,0.904453,1.547335
17519,3.684131,0.903719,1.542219
17520,3.679317,0.902951,1.53702
17521,3.674375,0.902118,1.53179
17522,3.669339,0.901208,1.526553
17523,3.664213,0.900254,1.521251
17524,3.659001,0.899287,1.515828
17525,3.653706,0.898343,1.510226
17526,3.648333,0.897452,1.504386
17527,3.642892,0.896605,1.498301
17528,3.637382,0.895775,1.492015
17529,3.63179,0.894965,1.485549
17530,3.626101,0.894183,1.478926
17531,3.620303,0.893432,1.472167
17532,3.61438,0.892719,1.465296
17533,3.608333,0.891994,1.458342
17534,3.602173,0.891242,1.451291
17535,3.595903,0.890523,1.444106
17536,3.589525,0.889894,1.436747
17537,3.583042,0.889415,1.429173
17538,3.576456,0.889144,1.421346
17539,3.56964,0.889102,1.413104
17540,3.562567,0.889248,1.404443
17541,3.555388,0.889544,1.395569
17542,3.548256,0.889951,1.386685
17543,3.541321,0.890431,1.377994
17544,3.534736,0.890945,1.3697
17545,3.528543,0.891526,1.361785
17546,3.522631,0.892208,1.354084
17547,3.516917,0.892963,1.346576
17548,3.511318,0.893763,1.339242
17549,3.505751,0.894577,1.332061
17550,3.500133,0.895377,1.325014
17551,3.494483,0.896174,1.318115
17552,3.48887,0.896994,1.311383
17553,3.483289,0.897829,1.304804
17554,3.477735,0.898671,1.298366
17555,3.472203,0.899512,1.292057
17556,3.466687,0.900345,1.285862
17557,3.461183,0.901182,1.279783
17558,3.455695,0.902032,1.273828
17559,3.450228,0.902881,1.268001
17560,3.444789,0.903716,1.262305
17561,3.439383,0.904523,1.256746
17562,3.434016,0.905289,1.251325
17563,3.428707,0.906034,1.24606
17564,3.423455,0.906771,1.240954
17565,3.418236,0.90748,1.235982
17566,3.413027,0.908141,1.231124
17567,3.407803,0.908734,1.226357
17568,3.402543,0.909239,1.221658
17569,3.397229,0.909656,1.21705
17570,3.391879,0.910003,1.212556
17571,3.386515,0.910282,1.208152
17572,3.38116,0.910494,1.203816
17573,3.375836,0.910642,1.199528
17574,3.370566,0.910727,1.195263
17575,3.365356,0.91074,1.191037
17576,3.360188,0.910677,1.186871
17577,3.355051,0.910551,1.182752
17578,3.349935,0.91037,1.178665
17579,3.344829,0.910148,1.174598
17580,3.339723,0.909894,1.170536
17581,3.334652,0.909605,1.166485
17582,3.329631,0.909271,1.162458
17583,3.324621,0.908894,1.158449
17584,3.319581,0.908478,1.154457
17585,3.314471,0.908027,1.150476
17586,3.309251,0.907544,1.146504
17587,3.303956,0.907032,1.142555
17588,3.298625,0.90649,1.138637
17589,3.293224,0.905913,1.13473
17590,3.287719,0.905294,1.130818
17591,3.282077,0.904628,1.126883
17592,3.276264,0.90391,1.122907
17593,3.27029,0.903125,1.118903
17594,3.264184,0.902275,1.114889
17595,3.257941,0.901379,1.110851
17596,3.251555,0.900453,1.106777
17597,3.24502,0.899517,1.102655
17598,3.238329,0.898588,1.098472
17599,3.231522,0.897637,1.094227
17600,3.224612,0.896641,1.089928
17601,3.217553,0.895635,1.085582
17602,3.210299,0.894651,1.081191
17603,3.202803,0.893725,1.076761
17604,3.195019,0.892888,1.072295
17605,3.18683,0.892083,1.067715
17606,3.178248,0.891269,1.062999
17607,3.169424,0.890513,1.058244
17608,3.160511,0.889877,1.053546
17609,3.151658,0.889426,1.048999
17610,3.143019,0.889224,1.044699
17611,3.134604,0.889316,1.040685
17612,3.126295,0.889658,1.036886
17613,3.118047,0.890186,1.033239
17614,3.109816,0.890832,1.02968
17615,3.101556,0.891532,1.026146
17616,3.093222,0.892221,1.022572
17617,3.084742,0.89294,1.018995
17618,3.076137,0.89375,1.015471
17619,3.067503,0.894614,1.011971
17620,3.058937,0.895494,1.008467
17621,3.050534,0.896352,1.004928
17622,3.042391,0.897149,1.001325
17623,3.034491,0.897887,0.997644
17624,3.026754,0.898599,0.993903
17625,3.019181,0.899288,0.990129
17626,3.011771,0.899959,0.986344
17627,3.004525,0.900617,0.982573
17628,2.997444,0.901267,0.978841
17629,2.990572,0.901914,0.975167
17630,2.983918,0.902555,0.971538
17631,2.977428,0.903183,0.967923
17632,2.971048,0.90379,0.964292
17633,2.964726,0.904368,0.960616
17634,2.958408,0.904909,0.956864
17635,2.952099,0.905426,0.95303
17636,2.945844,0.905927,0.949137
17637,2.939647,0.906399,0.945199
17638,2.93351,0.906829,0.941228
17639,2.927438,0.907202,0.937241
17640,2.921435,0.907507,0.933249
17641,2.915514,0.907755,0.929247
17642,2.909674,0.907959,0.925222
17643,2.903899,0.908107,0.92118
17644,2.898172,0.908187,0.917125
17645,2.892477,0.908187,0.913063
17646,2.886797,0.908096,0.909
17647,2.881153,0.907906,0.904952
17648,2.875563,0.907628,0.900918
17649,2.870004,0.907269,0.896877
17650,2.864455,0.90684,0.892808
17651,2.858894,0.906349,0.888691
17652,2.853298,0.905807,0.884505
17653,2.8477,0.905199,0.880267
17654,2.842122,0.904516,0.875995
17655,2.836531,0.903772,0.871676
17656,2.830896,0.90298,0.867292
17657,2.825181,0.902153,0.86283
17658,2.819354,0.901305,0.858274
17659,2.81343,0.900412,0.853662
17660,2.807439,0.89946,0.849014
17661,2.80137,0.898474,0.844287
17662,2.795209,0.897477,0.839439
17663,2.788948,0.896495,0.834426
17664,2.782573,0.895551,0.829205
17665,2.776084,0.894641,0.823777
17666,2.769491,0.893743,0.818178
17667,2.762796,0.892859,0.812414
17668,2.756003,0.891992,0.806492
17669,2.749113,0.891143,0.80042
17670,2.74213,0.890314,0.794205
17671,2.734978,0.889409,0.78781
17672,2.727638,0.888408,0.781223
17673,2.720201,0.887425,0.774485
17674,2.712761,0.886574,0.767639
17675,2.705408,0.885973,0.760728
17676,2.698234,0.885734,0.753793
17677,2.691265,0.885926,0.746769
17678,2.684434,0.886469,0.739609
17679,2.677689,0.887261,0.732384
17680,2.670983,0.888197,0.725162
17681,2.664265,0.889175,0.718014
17682,2.657484,0.890092,0.71101
17683,2.650602,0.890986,0.704085
17684,2.643649,0.891947,0.697172
17685,2.636684,0.892951,0.690332
17686,2.629766,0.893969,0.683628
17687,2.622953,0.894978,0.677121
17688,2.616304,0.89595,0.670872
17689,2.609844,0.896889,0.664906
17690,2.603532,0.897817,0.659176
17691,2.597324,0.898735,0.653643
17692,2.591181,0.899643,0.648267
17693,2.585059,0.900542,0.64301
17694,2.578917,0.901434,0.63783
17695,2.572762,0.902319,0.632743
17696,2.56663,0.903196,0.62778
17697,2.56052,0.904065,0.622936
17698,2.554431,0.904924,0.618201
17699,2.548362,0.905773,0.61357
17700,2.542312,0.906611,0.609033
17701,2.536286,0.907466,0.604598
17702,2.530287,0.908345,0.600272
17703,2.524308,0.909214,0.596049
17704,2.518342,0.910038,0.591922
17705,2.512385,0.910784,0.587885
17706,2.506429,0.911418,0.583931
17707,2.500451,0.911944,0.580085
17708,2.494452,0.912391,0.576355
17709,2.48846,0.91276,0.572715
17710,2.482505,0.913051,0.569139
17711,2.476618,0.913266,0.565598
17712,2.470828,0.913406,0.562066
17713,2.465163,0.913465,0.558557
17714,2.459605,0.913443,0.555095
17715,2.454114,0.913344,0.551668
17716,2.448651,0.913174,0.548267
17717,2.443177,0.912939,0.54488
17718,2.437651,0.912645,0.541497
17719,2.432109,0.912287,0.53812
17720,2.426589,0.91186,0.534758
17721,2.421059,0.911368,0.53141
17722,2.415481,0.910815,0.528076
17723,2.409823,0.910206,0.524756
17724,2.404049,0.909545,0.52145
17725,2.398185,0.908831,0.518162
17726,2.392263,0.90806,0.514894
17727,2.38626,0.907233,0.511641
17728,2.380152,0.906351,0.508394
17729,2.373916,0.905415,0.505147
17730,2.367529,0.904428,0.501894
17731,2.361008,0.903363,0.498643
17732,2.354376,0.902214,0.495401
17733,2.347615,0.901013,0.49216
17734,2.34071,0.899787,0.48891
17735,2.333642,0.898569,0.485641
17736,2.326395,0.897388,0.482345
17737,2.319018,0.896206,0.479012
17738,2.311534,0.894991,0.475649
17739,2.303888,0.893783,0.472267
17740,2.296025,0.892621,0.468879
17741,2.287889,0.891546,0.465499
17742,2.279425,0.890598,0.462138
17743,2.27051,0.889725,0.458736
